Date,Month,Platform,Format,Caption,Account,Views,Reach,Likes,Comments,Saves,Shares,Engagement,EngagementRate,PaidViews,PaidReach,PaidEngagement,OrganicViews,OrganicReach,OrganicEngagement,Crossposted
2026-05-18,2026-05,Facebook + Instagram,Carousel,"🔥 ¡Gracias por acompañarnos otro increíble fin de semana con Marinados Morelos! 🙌🥩 Queremos agradecer a todas las personas que nos visitaron ayer en nuestras tiendas de Admiral (Tulsa) y Moore (OKC). Gracias por disfrutar de las degustaciones, la parrilla y el gran ambiente junto a nosotros 💛🔥 Y esto continúa… 👀 📍 PRÓXIMO SÁBADO: • Tulsa – Garnett • OKC – 50th NW 📍 PRÓXIMO DOMINGO: • Tulsa – 31/129 • OKC – 59th Los esperamos el próximo fin de semana para seguir disfrutando juntos del auténtico sabor de Marinados Morelos 🤤🔥 Ustedes ponen el antojo… nosotros ponemos el sabor 😉 #MarinadosMorelos #ListosParaElSabor #Tulsa #OKC #Degustaciones #Parrilla #SaborQueEnamora ----------------------------------------------------------------------------------------------- 🔥 Thank you for joining us for another amazing weekend with Marinados Morelos! 🙌🥩 We want to thank everyone who stopped by our Admiral (Tulsa) and Moore (OKC) stores yesterday. Thank you for enjoying the samples, the grill, and the great atmosphere with us 💛🔥 And we’re not done yet… 👀 📍 NEXT SATURDAY: • Tulsa – Garnett • OKC – 50th NW 📍 NEXT SUNDAY: • Tulsa – 31/129 • OKC – 59th Come see us next weekend and keep enjoying the authentic flavor of Marinados Morelos with your family and friends 🤤🔥 You bring the craving… we’ll bring the flavor 😉 #MarinadosMorelos #ReadyForFlavor #Tulsa #OKC #Samples #WeekendFlavor #GrillSeason #FlavorYouLove",,8766,3821,43,0,2,1,46,0.005247547342003194,0,0,0,8766,3821,46,True
2026-05-18,2026-05,Instagram,Photo,"No te lo damos armado. Te damos todo para que lo armes a tu manera. Carne marinada, tortillas, salsa, cilantro, cebolla y limones. Todo en Morelos, todo en una sola vuelta. ---- We don't hand it to you ready-made. We give you everything to make it your way. One stop. That's all it takes.",supermercadomorelos,351,219,5,0,0,0,5,0.014245014245014245,0,0,0,351,219,5,False
2026-05-19,2026-05,Facebook + Instagram,Photo,Dijiste que hoy no ibas a gastar… 😮‍💨 pero nadie es fuerte en Taco Tuesday 🌮 👉 5 tacos por $5 You said you weren’t spending today… but Taco Tuesday always wins 🌮 👉 5 tacos for $5,"Supermercados Morelos, supermercadomorelos",2237,1286,16,2,3,1,22,0.009834599910594547,0,0,0,2237,1286,22,True
2026-05-20,2026-05,Facebook,Carousel,"Un fin de semana largo de tres días es una bendición. Y esa bendición se celebra de una sola forma: parrilla encendida, familia reunida, Morelos de por medio. Sin complicaciones, sin tres tiendas. Una sola vuelta y ya está todo. --- A three-day long weekend is a blessing. And that blessing is celebrated one way: grill on, family together, Morelos in the middle. No complications, no three different stores. One stop and you're done.",Supermercados Morelos,1381,917,6,0,0,1,7,0.005068790731354091,0,0,0,1381,917,7,False
2026-05-20,2026-05,Facebook + Instagram,Photo,"El fútbol no solo se ve... se vive. Y muy pronto, lo vas a vivir diferente. 👀 The game isn't just watched... it's lived. And very soon, you'll experience it differently. 👀","Supermercados Morelos, supermercadomorelos",2971,1487,32,0,0,6,38,0.012790306294177045,0,0,0,2971,1487,38,True
2026-05-20,2026-05,Instagram,Carousel,"Un fin de semana largo de tres días es una bendición. Y esa bendición se celebra de una sola forma: parrilla encendida, familia reunida, Morelos de por medio. Sin complicaciones, sin tres tiendas. Una sola vuelta y ya está todo. --- A three-day long weekend is a blessing. And that blessing is celebrated one way: grill on, family together, Morelos in the middle. No complications, no three different stores. One stop and you're done.",supermercadomorelos,319,151,6,0,0,0,6,0.018808777429467086,0,0,0,319,151,6,False
2026-05-21,2026-05,Facebook + Instagram,Photo,"☕ No necesito una frase motivacional. Necesito buen café. Y ya lo tenemos en Morelos. Despierta a la tradición con nuestro Café Morelos. Recién hecho, con el sabor que mereces… 📍 Ya lo encuentras en Admiral y Moore. Próximamente en todas tus tiendas. —---- ☕ I don’t need a motivational quote. I need good coffee. And now it’s at Morelos. Wake up to tradition with Café Morelos. Freshly brewed, with the flavor you deserve… and deals that actually make sense. 📍 Now available at Admiral and Moore. Coming soon to all stores.","Supermercados Morelos, supermercadomorelos",1887,1085,14,0,0,1,15,0.00794912559618442,0,0,0,1887,1085,15,True
2026-05-22,2026-05,Facebook,Carousel,"Para una familia latina de primera generación, la graduación de un hijo es la prueba de que el sacrificio valió la pena. La celebración debe estar a la altura. Morelos lo resuelve en una vuelta. Todo lo que necesitas, en un solo lugar. --- For a first-generation Latino family, a child's graduation is proof that the sacrifice was worth it. The celebration should match that. Morelos handles it in one stop. Everything you need, in one place.",Supermercados Morelos,2532,1648,10,0,0,1,11,0.004344391785150079,0,0,0,2532,1648,11,False
2026-05-22,2026-05,Instagram,Carousel,"Para una familia latina de primera generación, la graduación de un hijo es la prueba de que el sacrificio valió la pena. La celebración debe estar a la altura. Morelos lo resuelve en una vuelta. Todo lo que necesitas, en un solo lugar. --- For a first-generation Latino family, a child's graduation is proof that the sacrifice was worth it. The celebration should match that. Morelos handles it in one stop. Everything you need, in one place.",supermercadomorelos,589,258,14,1,0,0,15,0.025466893039049237,0,0,0,589,258,15,False
2026-05-25,2026-05,Facebook,Photo,"Ver tortillas de maíz de verdad, chile pasilla y frijoles de la olla en un supermercado es una señal de que ese lugar te conoce. ¿Qué no puede faltar en la tuya? --- Seeing real corn tortillas, chile pasilla, and pot beans at a supermarket is a sign that this place knows you. What can't be missing from yours?",Supermercados Morelos,1854,1212,7,0,0,1,8,0.004314994606256742,0,0,0,1854,1212,8,False
2026-05-25,2026-05,Facebook + Instagram,Carousel,"🔥 ¡Gracias por acompañarnos este fin de semana en nuestras degustaciones de Marinados Morelos! 🙌🥩 Queremos agradecer a todas las familias y clientes que nos visitaron en nuestras tiendas de Garnett y 31/129 en Tulsa, así como en 50th y 59th en OKC 💛🔥 Gracias por disfrutar con nosotros del sabor, las degustaciones y el gran ambiente que hicieron de este fin de semana algo increíble 🤤✨ ¡Y esto continúa! 👀🔥 📅 Los esperamos el próximo fin de semana con más sabor listo para cocinar 👇 📍 TULSA • Peoria • Harvard 📍 OKC • MacArthur • 23rd Vengan a probar nuestros deliciosos Marinados Morelos y disfruten de una experiencia llena de sabor junto a toda la familia 🥩🔥 Ustedes ponen el antojo… nosotros ponemos el sabor 😉 #MarinadosMorelos #ListosParaElSabor #Tulsa #OKC #Degustaciones #FinDeSemanaConSabor #Parrilla #SaborQueEnamora #AntojoListo ----------------------------------------------------------------------------------------------- 🔥 What an amazing weekend full of flavor with Marinados Morelos! 🙌🥩 A huge thank you to all the families and customers who stopped by our tastings this weekend at our Garnett and 31/129 stores in Tulsa, as well as our 50th and 59th stores in OKC 💛🔥 From the smell of the grill to every sample shared, you made this weekend truly special 🤤✨ And we’re just getting started… 👀🔥 📅 Join us again next weekend for more delicious flavor that’s ready to cook 👇 📍 TULSA • Peoria • Harvard 📍 OKC • MacArthur • 23rd Come by, try our delicious Marinados Morelos, and enjoy a flavor-packed experience with the whole family 🥩🔥 You bring the craving… we’ll bring the flavor 😉 #MarinadosMorelos #ReadyForFlavor #Tulsa #OKC #Tastings #WeekendFlavor #GrillSeason #FlavorYoullLove #FlavorReadyToCook",,8942,4645,21,1,1,2,25,0.0027957951241333037,0,0,0,8942,4645,25,True
2026-05-25,2026-05,Instagram,Photo,"Ver tortillas de maíz de verdad, chile pasilla y frijoles de la olla en un supermercado es una señal de que ese lugar te conoce. ¿Qué no puede faltar en la tuya? --- Seeing real corn tortillas, chile pasilla, and pot beans at a supermarket is a sign that this place knows you. What can't be missing from yours?",supermercadomorelos,353,229,2,0,0,0,2,0.0056657223796034,0,0,0,353,229,2,False
2026-05-26,2026-05,Facebook,Photo,Supermercados Morelos added a new photo.,Supermercados Morelos,2237,1499,27,1,0,1,29,0.012963790791238265,0,0,0,2237,1499,29,False
2026-05-26,2026-05,Facebook,Photo,Supermercados Morelos updated their cover photo.,Supermercados Morelos,2,2,7,0,0,0,7,3.5,0,0,0,2,2,7,False
2026-05-26,2026-05,Facebook,Photo,"¡Pa’quete lo lleves! 🌮🔥 Todo lo que necesitas para una buena comida en un solo paquete 😋 Incluye 3 lb de carnitas jugosas, tortillas Calvillo, salsa, cebolla, cilantro y 2 LT de Manzanita Sol. Disponible en TODAS nuestras sucursales por solo $29.99 USD. --- Take it to-go! 🌮🔥 Everything you need for a delicious meal in one package 😋 Includes 3 lb of juicy carnitas, Calvillo tortillas, salsa, onion, cilantro, and a 2L Manzanita Sol. Available at ALL our locations for just $29.99 USD.",Supermercados Morelos,1938,1353,2,0,0,1,3,0.0015479876160990713,0,0,0,1938,1353,3,False
2026-05-26,2026-05,Facebook + Instagram,Other,¡Muy pronto! ——————- Coming soon!,"Supermercados Morelos, supermercadomorelos",55005,30926,104,5,4,5,118,0.002145259521861649,53157,30155,101,1848,771,17,True
2026-05-26,2026-05,Instagram,Photo,"¡Pa’quete lo lleves! 🌮🔥 Todo lo que necesitas para una buena comida en un solo paquete 😋 Incluye 3 lb de carnitas jugosas, tortillas Calvillo, salsa, cebolla, cilantro y 2 LT de Manzanita Sol. Disponible en TODAS nuestras sucursales por solo $29.99 USD. --- Take it to-go! 🌮🔥 Everything you need for a delicious meal in one package 😋 Includes 3 lb of juicy carnitas, Calvillo tortillas, salsa, onion, cilantro, and a 2L Manzanita Sol. Available at ALL our locations for just $29.99 USD.",supermercadomorelos,398,250,2,0,0,0,2,0.005025125628140704,0,0,0,398,250,2,False
2026-05-27,2026-05,Facebook,Photo,"Para el latino que vive en USA, cocinar no es solo preparar comida. Es un acto de memoria. El olor del guiso en la estufa, las manos de tu mamá amasando, la voz de tu abuela dando instrucciones que nunca escribió nadie. Esos momentos no se olvidan. Y con los ingredientes correctos, regresan solos. Cuéntanos: ¿qué receta se prepara para toda la familia en tu casa? --- For the Latino living in the US, cooking isn't just making food. It's an act of memory. The smell of the stew on the stove, your mom's hands kneading dough, your grandmother's voice giving instructions no one ever wrote down. Those moments don't fade. And with the right ingredients, they come back on their own. Tell us: what recipe does your family make for everyone?",Supermercados Morelos,1477,1036,7,0,0,1,8,0.005416384563303994,0,0,0,1477,1036,8,False
2026-05-27,2026-05,Facebook,Carousel,Hay antojos que empiezan en casa 🇲🇽 Encuentra todo lo que necesitas para cocinar tus platillos favoritos en Supermercados Morelos 🛒💛 Some cravings start at home 💛 Find everything you need to cook your favorite meals at Supermercados Morelos 🛒,Supermercados Morelos,1519,1038,9,0,0,1,10,0.0065832784726793945,0,0,0,1519,1038,10,False
2026-05-27,2026-05,Facebook + Instagram,Carousel,Hay antojos que empiezan en casa 🇲🇽 Encuentra todo lo que necesitas para cocinar tus platillos favoritos en Supermercados Morelos 🛒💛 Some cravings start at home 💛 Find everything you need to cook your favorite meals at Supermercados Morelos 🛒,,1846,1005,12,2,0,1,15,0.008125677139761646,0,0,0,1846,1005,15,True
2026-05-27,2026-05,Instagram,Photo,"Para el latino que vive en USA, cocinar no es solo preparar comida. Es un acto de memoria. El olor del guiso en la estufa, las manos de tu mamá amasando, la voz de tu abuela dando instrucciones que nunca escribió nadie. Esos momentos no se olvidan. Y con los ingredientes correctos, regresan solos. Cuéntanos: ¿qué receta se prepara para toda la familia en tu casa? --- For the Latino living in the US, cooking isn't just making food. It's an act of memory. The smell of the stew on the stove, your mom's hands kneading dough, your grandmother's voice giving instructions no one ever wrote down. Those moments don't fade. And with the right ingredients, they come back on their own. Tell us: what recipe does your family make for everyone?",supermercadomorelos,286,193,2,0,0,0,2,0.006993006993006993,0,0,0,286,193,2,False
2026-05-28,2026-05,Facebook + Instagram,Reel,Hace calor… y tu cuerpo lo sabe 🧊 Pásate por tus aguas frescas a Morelos 💛 It’s hot… and your body knows it 🧊 Cool off with aguas frescas at Morelos 💛,"Supermercados Morelos, supermercadomorelos",2952,1193,23,0,0,3,26,0.008807588075880758,0,0,0,2952,1193,26,True
2026-05-28,2026-05,TikTok,Video,Hace calor… y tu cuerpo lo sabe / Aguas frescas,Supermercados Morelos,423,0,15,1,1,1,18,0.0425531914893617,0,0,0,423,0,18,False
2026-05-29,2026-05,Facebook,Photo,"En la cultura latina, servir la comida es un acto de amor. Las manos que sirven son las manos que cuidan. Tú llevas el amor. Morelos pone el sabor. --- In Latino culture, serving food is an act of love. The hands that serve are the hands that care. You bring the love. Morelos brings the flavor.",Supermercados Morelos,2050,1366,10,0,0,1,11,0.005365853658536586,0,0,0,2050,1366,11,False
2026-05-29,2026-05,Instagram,Carousel,"¡SORTEO DOBLE: GRUPO FRONTERA + EZ BAND! ¡Prepárate para un verano lleno de música en vivo! 🎵🎶 Nos hemos asociado con nuestros amigos de @okczooamp y @beercitymusichall para regalarle a un afortunado/una afortunada un increíble paquete de conciertos: 🎟️ Un par de entradas para ver a Grupo Frontera EN VIVO el 25 de julio en OKC Zoo Amphitheatre. 🎟️ Un par de entradas para ver a EZ Band EN VIVO el viernes 5 de junio en Beer City Music Hall. ¡Dos noches inolvidables de música en vivo y un solo ganador/ganadora! ¿Cómo participar? - Sigue a @supermercadomorelos @okczooamp y @beercityokc - Dale like a esta publicación y compártela en tu historia - Etiqueta a 3 amigos en los comentarios con quienes te gustaría ir El sorteo termina el domingo 31 de mayo. El ganador/la ganadora será anunciado el lunes 1 de junio. DOUBLE GIVEAWAY: GRUPO FRONTERA + EZ BAND! Get ready for a summer full of live music 🎵🎶 We’ve teamed up with our friends at @okczooamp and @beercityokc to give one lucky winner an incredible concert package: 🎟️ A pair of tickets to see Grupo Frontera LIVE on July 25 at OKC Zoo Amphitheatre. 🎟️ A pair of tickets to see EZ Band LIVE on Friday, June 5 at Beer City Music Hall. Two unforgettable nights of live music and one lucky winner! How to enter:",supermercadomorelos,54987,23852,567,122,23,74,786,0.01429428774073872,0,0,0,54987,23852,786,False
2026-05-30,2026-05,Facebook + Instagram,Carousel,"🔥 ¡Gracias por acompañarnos hoy en nuestras degustaciones de Marinados Morelos! 🙌🥩 Queremos agradecer a todas las familias y clientes que nos visitaron hoy en nuestras tiendas de Peoria en Tulsa y MacArthur en OKC 💛🔥 Gracias por disfrutar con nosotros del sabor, las degustaciones y el gran ambiente que hicieron de este sábado algo increíble 🤤✨ ¡Y mañana domingo continuamos con más sabor! 👀🔥 📅 Los esperamos mañana a la misma hora en nuestras siguientes sucursales 👇 📍 TULSA • Harvard 📍 OKC • 23rd Vengan a probar nuestros deliciosos Marinados Morelos y disfruten de una experiencia llena de sabor junto a toda la familia 🥩🔥 Ustedes ponen el antojo… nosotros ponemos el sabor 😉 #MarinadosMorelos #ListosParaElSabor #Tulsa #OKC #Degustaciones #FinDeSemanaConSabor #Parrilla #SaborQueEnamora #antojolisto ----------------------------------------------------------------------------------------------- 🔥 Thank you for joining us today at our Marinados Morelos tastings! 🙌🥩 We want to thank all the families and customers who stopped by our Peoria store in Tulsa and our MacArthur store in OKC today 💛🔥 Thank you for enjoying the flavor, tastings, and great atmosphere with us and making this Saturday an amazing experience 🤤✨ And the flavor continues tomorrow Sunday! 👀🔥 📅 Join us tomorrow at the same time at the following locations 👇 📍 TULSA • Harvard 📍 OKC • 23rd Come try our delicious Marinados Morelos and enjoy a flavor-packed experience with the whole family 🥩🔥 You bring the craving… we’ll bring the flavor 😉 #MarinadosMorelos #ReadyForFlavor #Tulsa #OKC #Tastings #WeekendFlavor #GrillSeason #FlavorYoullLove #CravingReady",,13820,7919,30,1,0,1,32,0.0023154848046309695,0,0,0,13820,7919,32,True
2026-06-01,2026-06,Facebook + Instagram,Carousel,"🥩🔥 ¡Gracias por acompañarnos en otro fin de semana lleno de sabor con Marinados Morelos! 🙌 Queremos agradecer a todos los que nos visitaron en nuestras tiendas de Harvard (Tulsa) y 23rd (OKC). Cada degustación y cada familia que nos acompañó hicieron que este fin de semana fuera todo un éxito 💛✨ Nos encanta ver cómo cada vez más personas descubren el sabor de nuestros Marinados Morelos y los convierten en parte de sus reuniones y parrilladas 🤤🔥 📅 Y atención porque el próximo 6 y 7 de junio serán nuestros últimos días de degustaciones… Pero no es una despedida 👀✨ Es el comienzo de nuevas sorpresas que muy pronto estaremos compartiendo con todos ustedes 🎉🔥 Así que prepárense para cerrar estas degustaciones con mucho sabor, buen ambiente y algo especial en camino 🙌🥩 #MarinadosMorelos #Tulsa #OKC #Degustaciones #SaborALaParrilla #ListosParaCocinar #FinDeSemanaConSabor #saborqueenamora ----------------------------------------------------------------------------------------------- 🥩🔥 Thank you for joining us for another weekend full of flavor with Marinados Morelos! 🙌 We want to thank everyone who stopped by our Harvard (Tulsa) and 23rd (OKC) locations. Every sample, every bite, and every family that joined us helped make this weekend a huge success 💛✨ We love seeing more and more people discover the amazing flavor of Marinados Morelos and make them part of their family cookouts and weekend grilling 🤤🔥 📅 And don’t forget — June 6th and 7th will be our final tasting weekend… But this isn’t goodbye 👀✨ It’s just the beginning of some exciting surprises we’ll be sharing with you very soon 🎉🔥 So get ready to close out these tastings with great flavor, good vibes, and something special on the way 🙌🥩 #MarinadosMorelos #Tulsa #OKC #Tastings #GrillSeason #ReadyToCook #WeekendFlavor #FlavorYoullLove",,10412,5912,34,0,0,2,36,0.0034575489819439107,0,0,0,10412,5912,36,True
2026-06-01,2026-06,Facebook + Instagram,Carousel,"El fútbol se ve mejor comiendo 😌 Cada país tiene su forma de vivirlo, pero algo es seguro: siempre hay botanita Guarda este post para el próximo partido ⚽ —— The game is better with food 😌 Every country has its own way to enjoy it, but one thing is always true: there’s always snacks Save this post for the next game ⚽",,2590,983,16,0,1,1,18,0.0069498069498069494,0,0,0,2590,983,18,True
2026-06-02,2026-06,Facebook + Instagram,Carousel,Este calor se disfruta con estas recetas ☀️ guarda estas ideas para cuando necesites algo fresco 👀 Heat like this calls for something good ☀️ save this for later 👀,,3530,1892,22,2,0,1,25,0.007082152974504249,0,0,0,3530,1892,25,True
2026-06-03,2026-06,Facebook + Instagram,Photo,Si todavía quedan poppers al final del partido… algo salió mal 😭⚽ If there’s still poppers left after the game… something went wrong 😭⚽,"Supermercados Morelos, supermercadomorelos",2291,1161,11,0,0,1,12,0.005237887385421213,0,0,0,2291,1161,12,True
2026-06-04,2026-06,Facebook + Instagram,Reel,We asked… 👀 —-— Nosotros preguntamos… 😌,"Supermercados Morelos, supermercadomorelos",12332,3072,26,10,0,1,37,0.003000324359390204,0,0,0,12332,3072,37,True
2026-06-04,2026-06,TikTok,Video,We Asked…,Supermercados Morelos,496,0,16,0,1,2,19,0.038306451612903226,0,0,0,496,0,19,False
2026-06-05,2026-06,Facebook,Text,"ACTUALIZACIÓN DEL EVENTO: Debido al pronóstico de mal tiempo para este sabado, este evento ha sido cancelado. Estamos trabajando con el Departamento de Policía de Moore para reprogramarlo lo antes posible. Publicaremos las actualizaciones aquí. EVENT UPDATE: Due to expected bad weather this Saturday, this event has been cancelled. We are working with the Moore Police Department to reschedule as soon as possible. We will post updates here.",Supermercados Morelos,1830,1136,4,0,0,2,6,0.003278688524590164,0,0,0,1830,1136,6,False
2026-06-05,2026-06,Facebook,Photo,"Hay botanas que automáticamente te regresan a partidos, reuniones y tardes viendo fútbol 😭⚽🌶️ Y estas son una de ellas. — Some snacks instantly take you back to game nights, family gatherings and football afternoons 😭⚽🌶️ And these are definitely one of them.",Supermercados Morelos,1408,898,12,0,0,0,12,0.008522727272727272,0,0,0,1408,898,12,False
2026-06-05,2026-06,Instagram,Photo,"Hay botanas que automáticamente te regresan a partidos, reuniones y tardes viendo fútbol 😭⚽🌶️ Y estas son una de ellas. — Some snacks instantly take you back to game nights, family gatherings and football afternoons 😭⚽🌶️ And these are definitely one of them.",supermercadomorelos,384,259,9,2,0,0,11,0.028645833333333332,61,56,1,323,203,10,False
2026-06-07,2026-06,Instagram,Photo,"SAVE THE DATE! We are excited to announce this year’s Festival de Vida y Muerte will take place on Sunday, November 1st, 2026, at @scissortailpark Each year, we come together to honor our loved ones, share traditions, and celebrate the rich heritage that makes our community so special. Mark your calendars and stay tuned - Vendor, exhibitor, and participant applications will be available soon! Let’s celebrate life together! ¡GUARDEN LA FECHA! Nos emociona anunciar que el Festival de Vida y Muerte se llevará a cabo el domingo 1ro de noviembre del 2026, en Scissortail Park. Cada año nos reunimos para honrar a nuestros seres queridos, compartir nuestras tradiciones y celebrar la riqueza cultural que hace tan especial a nuestra comunidad. ¡Aparten la fecha y manténganse al pendiente! Muy pronto compartiremos las aplicaciones para vendedores, expositores y participantes. ¡Celebremos juntos la vida!",okcfestivalvidaymuerte,4824,2855,99,2,0,30,131,0.027155887230514097,0,0,0,4824,2855,131,False
2026-06-08,2026-06,Facebook,Photo,¿Vienes al súper? 👀⚽ Aprovecha y juega futbolito este fin de semana en nuestras tiendas Admiral y MacArthur. 🎉 Participa y gana premios. —--- Coming to the store? 👀⚽ Stop by and play foosball this weekend at our Admiral and MacArthur locations. 🎉 Play and win prizes.,Supermercados Morelos,15764,9057,215,3,1,12,231,0.014653641207815276,12725,7306,217,3039,1751,14,False
2026-06-08,2026-06,Instagram,Photo,¿Vienes al súper? 👀⚽ Aprovecha y juega futbolito este fin de semana en nuestras tiendas Admiral y MacArthur. 🎉 Participa y gana premios. —--- Coming to the store? 👀⚽ Stop by and play foosball this weekend at our Admiral and MacArthur locations. 🎉 Play and win prizes.,supermercadomorelos,7673,3255,306,3,12,8,329,0.04287762283331161,7285,3072,314,388,183,15,False
2026-06-09,2026-06,Facebook,Photo,Para los nervios del partido 🌶️😭⚽ For the stress of the match 🌶️😭⚽,Supermercados Morelos,1265,841,9,0,0,0,9,0.0071146245059288534,0,0,0,1265,841,9,False
2026-06-09,2026-06,Instagram,Photo,Para los nervios del partido 🌶️😭⚽ For the stress of the match 🌶️😭⚽,supermercadomorelos,263,171,6,0,0,0,6,0.022813688212927757,0,0,0,263,171,6,False
2026-06-10,2026-06,Facebook + Instagram,Carousel,Todos tenemos un amigo así viendo el partido 😭⚽ Etiquetalo aquí 👀 —--- We all know someone like this during the game 😭⚽ Tag them here 👀,,1454,612,17,0,0,0,17,0.011691884456671253,0,0,0,1454,612,17,True
2026-06-11,2026-06,Facebook + Instagram,Photo,"Ganar tiene un dulce sabor… y en Morelos sabe a Concha Tricolor. 🟢⚪🔴 Celebra el triunfo de México con un antojo que sabe tan dulce como una primera victoria lista para compartir con la familia. ⚽🎉 Winning has a sweet taste… and at Morelos, it tastes like a Tricolor Concha. 🟢⚪🔴 Celebrate Mexico’s win with a treat that tastes as sweet as a first victory, ready to share with the family. ⚽🎉","Supermercados Morelos, supermercadomorelos",2206,963,26,2,1,2,31,0.014052583862194016,0,0,0,2206,963,31,True
2026-06-11,2026-06,Facebook + Instagram,Photo,"Hay partidos que se gritan, se sufren y se celebran en familia 🇲🇽⚽ Y para esos momentos, nada como unas carnitas de Morelos en la mesa. Ven por tu paquete para que tú solo te preocupes por disfrutar y apoyar a México con los tuyos. Some games are cheered, felt, and celebrated with family 🇲🇽⚽ And for those moments, nothing beats having Morelos carnitas on the table. Stop by Morelos for your carnitas package, so all you have to worry about is enjoying the game and cheering on Mexico with your loved ones.","Supermercados Morelos, supermercadomorelos",2291,1185,25,0,1,4,30,0.013094718463553033,0,0,0,2291,1185,30,True
2026-06-12,2026-06,Facebook + Instagram,Reel,Ibas por una cosa… y saliste con un pedacito de casa 💛 Hay cosas que no solo compras… te conectan con tus tradiciones Viva la tradición. —------- You went in for one thing… and left with a piece of home 💛 Some things you don’t just buy… they connect you to your roots,"Supermercados Morelos, supermercadomorelos",1303,792,16,0,0,0,16,0.012279355333844973,0,0,0,1303,792,16,True
2026-06-13,2026-06,Facebook + Instagram,Photo,"Este fin de semana la reta se arma en Morelos ⚽🔥 Ven con tu familia, juega futbolito y vive la emoción del fútbol en nuestras tiendas Admiral y MacArthur. 📍 Admiral | MacArthur 🗓️ Sábados y domingos ⏰ 1:00 - 3:00 PM ——— This weekend, the game is on at Morelos ⚽🔥 Bring your family, play foosball, and enjoy the soccer excitement at our Admiral and MacArthur locations. 📍 Admiral | MacArthur 🗓️ Saturdays and Sundays ⏰ 1:00 - 3:00 PM","Supermercados Morelos, supermercadomorelos",2239,1066,22,0,0,0,22,0.00982581509602501,0,0,0,2239,1066,22,True
2026-06-16,2026-06,Facebook + Instagram,Photo,"En Morelos la pasión por el fútbol se siente en cada jugada ⚽💚 Por eso tenemos para ti estos balones exclusivos. Además, durante nuestros partidos de futbolito en tienda, ¡también podrás participar por el tuyo! 🎉 Visítanos, participa y sé parte de la jugada. ——— In Morelos, the passion for soccer is felt in every play ⚽💚 That’s why we’ve got these exclusive soccer balls just for you. And during our in-store foosball matches, you’ll also get the chance to win one! 🎉 Visit us, join the fun, and be part of the play.","Supermercados Morelos, supermercadomorelos",1752,858,17,0,0,2,19,0.010844748858447488,0,0,0,1752,858,19,True
2026-06-17,2026-06,Facebook,Photo,📣¡Estamos contratando! Ven y forma parte de nuestro equipo. 👉Envía tu solicitud a través de este enlace! https://jobs.supermercadosmorelos.com/Apply/New o ¡Visita tu tienda más cercana y llena una solicitud! ¡Queremos conocerte! 🤝 --------------------------------------------------------------------- 📣We're hiring! Apply now and become part of our team! 👉Apply through this link! https://jobs.supermercadosmorelos.com/Apply/New or Visit the closest store to you and fill out an application! We want to meet you! 🤝 ____________ #jobapplication #wehiring #EstamosContratando #SupermercadosMorelos,Supermercados Morelos,22500,12032,285,35,10,17,347,0.015422222222222223,10844,7382,309,11656,4650,38,False
2026-06-17,2026-06,Facebook + Instagram,Photo,"☕ En Morelos ya tenemos zona de café. Recién hecho, con el sazón de siempre y promos para iniciar bien el día. 📍 En Admiral y Moore. Próximamente en todas tus tiendas. —--- ☕ Morelos now has a coffee zone. Freshly brewed, with that classic flavor and deals to set you off to a great start. 📍 At Admiral and Moore. Coming soon to all stores.","Supermercados Morelos, supermercadomorelos",1784,932,11,0,1,0,12,0.006726457399103139,0,0,0,1784,932,12,True
2026-06-18,2026-06,Facebook + Instagram,Photo,"La pasión se vive, la salsa se disfruta. 🇲🇽🌮🔥 Feel the passion. Savor the salsa. 🇲🇽🌮🔥","Supermercados Morelos, supermercadomorelos",1865,925,14,0,2,0,16,0.008579088471849867,0,0,0,1865,925,16,True
2026-06-21,2026-06,Facebook,Reel,"Porque papá merece un detalle especial 💙 En Supermercados Morelos queremos celebrar a todos los papás con un pequeño regalo lleno de cariño 🎁✨ ¡Visítanos y llévate uno de nuestros llaveros especiales del Día del Padre! 👨‍👧‍👦🔑 Because Dad deserves a special treat 💙 At Supermercados Morelos, we want to celebrate all dads with a little gift full of love 🎁✨ Come visit us and pick up one of our special Father's Day keychains! 👨‍👧‍👦🔑 #FathersDay #PapaMorelos #DíaDelPadre #SupermercadosMorelos #PapáMorelos",Supermercados Morelos,3006,2107,15,0,1,2,18,0.005988023952095809,0,0,0,3006,2107,18,False
2026-06-21,2026-06,Facebook,Photo,Si tu papá cumple con mínimo 5… 😭👀 ya califica oficialmente como papá latino certificado 💛 ¿Qué otra cualidad faltó? --- If your dad checks at least 5 of these… 👀 he officially qualifies as a certified Latino dad 💛,Supermercados Morelos,1426,909,9,0,0,0,9,0.006311360448807854,0,0,0,1426,909,9,False
2026-06-21,2026-06,Instagram,Photo,Si tu papá cumple con mínimo 5… 😭👀 ya califica oficialmente como papá latino certificado 💛 ¿Qué otra cualidad faltó? --- If your dad checks at least 5 of these… 👀 he officially qualifies as a certified Latino dad 💛,supermercadomorelos,412,258,10,0,0,0,10,0.024271844660194174,0,0,0,412,258,10,False
2026-06-22,2026-06,Facebook,Photo,Hay lugares donde compras… y lugares donde te sientes en casa 💛 gracias por elegir Morelos More than a store… it feels like home 💛 thanks for choosing Morelos,Supermercados Morelos,1248,775,8,2,0,0,10,0.008012820512820512,0,0,0,1248,775,10,False
